country,competition,season,gender,priority,matches_materialized,status
Japan,J1 League,2025,MEN,B,0,NOT_MATERIALIZED
Japan,J1 League,2025,WOMEN,B,0,NOT_MATERIALIZED
Japan,J1 League,2026,MEN,B,0,NOT_MATERIALIZED
Japan,J1 League,2026,WOMEN,B,0,NOT_MATERIALIZED
Japan,J2 League,2020,MEN,C,0,NOT_MATERIALIZED
Japan,J2 League,2020,WOMEN,C,0,NOT_MATERIALIZED
Japan,J2 League,2021,MEN,C,0,NOT_MATERIALIZED
Japan,J2 League,2021,WOMEN,C,0,NOT_MATERIALIZED
Japan,J2 League,2022,MEN,C,0,NOT_MATERIALIZED
Japan,J2 League,2022,WOMEN,C,0,NOT_MATERIALIZED
Japan,J2 League,2023,MEN,C,0,NOT_MATERIALIZED
Japan,J2 League,2023,WOMEN,C,0,NOT_MATERIALIZED
Japan,J2 League,2024,MEN,C,0,NOT_MATERIALIZED
Japan,J2 League,2024,WOMEN,C,0,NOT_MATERIALIZED
Japan,J2 League,2025,MEN,C,0,NOT_MATERIALIZED
Japan,J2 League,2025,WOMEN,C,0,NOT_MATERIALIZED
Japan,J2 League,2026,MEN,C,0,NOT_MATERIALIZED
Japan,J2 League,2026,WOMEN,C,0,NOT_MATERIALIZED
South Korea,K League 1,2020,MEN,B,0,NOT_MATERIALIZED
South Korea,K League 1,2020,WOMEN,B,0,NOT_MATERIALIZED
South Korea,K League 1,2021,MEN,B,0,NOT_MATERIALIZED
South Korea,K League 1,2021,WOMEN,B,0,NOT_MATERIALIZED
South Korea,K League 1,2022,MEN,B,0,NOT_MATERIALIZED
South Korea,K League 1,2022,WOMEN,B,0,NOT_MATERIALIZED
South Korea,K League 1,2023,MEN,B,0,NOT_MATERIALIZED
South Korea,K League 1,2023,WOMEN,B,0,NOT_MATERIALIZED
South Korea,K League 1,2024,MEN,B,0,NOT_MATERIALIZED
South Korea,K League 1,2024,WOMEN,B,0,NOT_MATERIALIZED
South Korea,K League 1,2025,MEN,B,0,NOT_MATERIALIZED
South Korea,K League 1,2025,WOMEN,B,0,NOT_MATERIALIZED
South Korea,K League 1,2026,MEN,B,0,NOT_MATERIALIZED
South Korea,K League 1,2026,WOMEN,B,0,NOT_MATERIALIZED
South Korea,K League 2,2020,MEN,C,0,NOT_MATERIALIZED
South Korea,K League 2,2020,WOMEN,C,0,NOT_MATERIALIZED
South Korea,K League 2,2021,MEN,C,0,NOT_MATERIALIZED
South Korea,K League 2,2021,WOMEN,C,0,NOT_MATERIALIZED
South Korea,K League 2,2022,MEN,C,0,NOT_MATERIALIZED
South Korea,K League 2,2022,WOMEN,C,0,NOT_MATERIALIZED
South Korea,K League 2,2023,MEN,C,0,NOT_MATERIALIZED
South Korea,K League 2,2023,WOMEN,C,0,NOT_MATERIALIZED
South Korea,K League 2,2024,MEN,C,0,NOT_MATERIALIZED
South Korea,K League 2,2024,WOMEN,C,0,NOT_MATERIALIZED
South Korea,K League 2,2025,MEN,C,0,NOT_MATERIALIZED
South Korea,K League 2,2025,WOMEN,C,0,NOT_MATERIALIZED
South Korea,K League 2,2026,MEN,C,0,NOT_MATERIALIZED
South Korea,K League 2,2026,WOMEN,C,0,NOT_MATERIALIZED
China,Chinese Super League,2020,MEN,B,0,NOT_MATERIALIZED
China,Chinese Super League,2020,WOMEN,B,0,NOT_MATERIALIZED
China,Chinese Super League,2021,MEN,B,0,NOT_MATERIALIZED
China,Chinese Super League,2021,WOMEN,B,0,NOT_MATERIALIZED
China,Chinese Super League,2022,MEN,B,0,NOT_MATERIALIZED
China,Chinese Super League,2022,WOMEN,B,0,NOT_MATERIALIZED
China,Chinese Super League,2023,MEN,B,0,NOT_MATERIALIZED
China,Chinese Super League,2023,WOMEN,B,0,NOT_MATERIALIZED
China,Chinese Super League,2024,MEN,B,0,NOT_MATERIALIZED
China,Chinese Super League,2024,WOMEN,B,0,NOT_MATERIALIZED
China,Chinese Super League,2025,MEN,B,0,NOT_MATERIALIZED
China,Chinese Super League,2025,WOMEN,B,0,NOT_MATERIALIZED
China,Chinese Super League,2026,MEN,B,0,NOT_MATERIALIZED
China,Chinese Super League,2026,WOMEN,B,0,NOT_MATERIALIZED
Saudi Arabia,Saudi Pro League,2020,MEN,B,0,NOT_MATERIALIZED
Saudi Arabia,Saudi Pro League,2020,WOMEN,B,0,NOT_MATERIALIZED
Saudi Arabia,Saudi Pro League,2021,MEN,B,0,NOT_MATERIALIZED
Saudi Arabia,Saudi Pro League,2021,WOMEN,B,0,NOT_MATERIALIZED
Saudi Arabia,Saudi Pro League,2022,MEN,B,0,NOT_MATERIALIZED
Saudi Arabia,Saudi Pro League,2022,WOMEN,B,0,NOT_MATERIALIZED
Saudi Arabia,Saudi Pro League,2023,MEN,B,0,NOT_MATERIALIZED
Saudi Arabia,Saudi Pro League,2023,WOMEN,B,0,NOT_MATERIALIZED
Saudi Arabia,Saudi Pro League,2024,MEN,B,0,NOT_MATERIALIZED
Saudi Arabia,Saudi Pro League,2024,WOMEN,B,0,NOT_MATERIALIZED
Saudi Arabia,Saudi Pro League,2025,MEN,B,0,NOT_MATERIALIZED
Saudi Arabia,Saudi Pro League,2025,WOMEN,B,0,NOT_MATERIALIZED
Saudi Arabia,Saudi Pro League,2026,MEN,B,0,NOT_MATERIALIZED
Saudi Arabia,Saudi Pro League,2026,WOMEN,B,0,NOT_MATERIALIZED
Australia,A-League,2020,MEN,B,0,NOT_MATERIALIZED
Australia,A-League,2020,WOMEN,B,0,NOT_MATERIALIZED
Australia,A-League,2021,MEN,B,0,NOT_MATERIALIZED
Australia,A-League,2021,WOMEN,B,0,NOT_MATERIALIZED
Australia,A-League,2022,MEN,B,0,NOT_MATERIALIZED
Australia,A-League,2022,WOMEN,B,0,NOT_MATERIALIZED
Australia,A-League,2023,MEN,B,0,NOT_MATERIALIZED
Australia,A-League,2023,WOMEN,B,0,NOT_MATERIALIZED
Australia,A-League,2024,MEN,B,0,NOT_MATERIALIZED
Australia,A-League,2024,WOMEN,B,0,NOT_MATERIALIZED
Australia,A-League,2025,MEN,B,0,NOT_MATERIALIZED
Australia,A-League,2025,WOMEN,B,0,NOT_MATERIALIZED
Australia,A-League,2026,MEN,B,0,NOT_MATERIALIZED
Australia,A-League,2026,WOMEN,B,0,NOT_MATERIALIZED
Egypt,Premier League,2020,MEN,C,0,NOT_MATERIALIZED
Egypt,Premier League,2020,WOMEN,C,0,NOT_MATERIALIZED
Egypt,Premier League,2021,MEN,C,0,NOT_MATERIALIZED
Egypt,Premier League,2021,WOMEN,C,0,NOT_MATERIALIZED
Egypt,Premier League,2022,MEN,C,0,NOT_MATERIALIZED
Egypt,Premier League,2022,WOMEN,C,0,NOT_MATERIALIZED
Egypt,Premier League,2023,MEN,C,0,NOT_MATERIALIZED
Egypt,Premier League,2023,WOMEN,C,0,NOT_MATERIALIZED
Egypt,Premier League,2024,MEN,C,0,NOT_MATERIALIZED
Egypt,Premier League,2024,WOMEN,C,0,NOT_MATERIALIZED
Egypt,Premier League,2025,MEN,C,0,NOT_MATERIALIZED
Egypt,Premier League,2025,WOMEN,C,0,NOT_MATERIALIZED
Egypt,Premier League,2026,MEN,C,0,NOT_MATERIALIZED
Egypt,Premier League,2026,WOMEN,C,0,NOT_MATERIALIZED
South Africa,Premier Division,2020,MEN,C,0,NOT_MATERIALIZED
South Africa,Premier Division,2020,WOMEN,C,0,NOT_MATERIALIZED
South Africa,Premier Division,2021,MEN,C,0,NOT_MATERIALIZED
South Africa,Premier Division,2021,WOMEN,C,0,NOT_MATERIALIZED
South Africa,Premier Division,2022,MEN,C,0,NOT_MATERIALIZED
South Africa,Premier Division,2022,WOMEN,C,0,NOT_MATERIALIZED
South Africa,Premier Division,2023,MEN,C,0,NOT_MATERIALIZED
South Africa,Premier Division,2023,WOMEN,C,0,NOT_MATERIALIZED
South Africa,Premier Division,2024,MEN,C,0,NOT_MATERIALIZED
South Africa,Premier Division,2024,WOMEN,C,0,NOT_MATERIALIZED
South Africa,Premier Division,2025,MEN,C,0,NOT_MATERIALIZED
South Africa,Premier Division,2025,WOMEN,C,0,NOT_MATERIALIZED
South Africa,Premier Division,2026,MEN,C,0,NOT_MATERIALIZED
South Africa,Premier Division,2026,WOMEN,C,0,NOT_MATERIALIZED
Morocco,Botola Pro,2020,MEN,C,0,NOT_MATERIALIZED
Morocco,Botola Pro,2020,WOMEN,C,0,NOT_MATERIALIZED
Morocco,Botola Pro,2021,MEN,C,0,NOT_MATERIALIZED
Morocco,Botola Pro,2021,WOMEN,C,0,NOT_MATERIALIZED
Morocco,Botola Pro,2022,MEN,C,0,NOT_MATERIALIZED
Morocco,Botola Pro,2022,WOMEN,C,0,NOT_MATERIALIZED
Morocco,Botola Pro,2023,MEN,C,0,NOT_MATERIALIZED
Morocco,Botola Pro,2023,WOMEN,C,0,NOT_MATERIALIZED
Morocco,Botola Pro,2024,MEN,C,0,NOT_MATERIALIZED
Morocco,Botola Pro,2024,WOMEN,C,0,NOT_MATERIALIZED
Morocco,Botola Pro,2025,MEN,C,0,NOT_MATERIALIZED
Morocco,Botola Pro,2025,WOMEN,C,0,NOT_MATERIALIZED
Morocco,Botola Pro,2026,MEN,C,0,NOT_MATERIALIZED
Morocco,Botola Pro,2026,WOMEN,C,0,NOT_MATERIALIZED
Tunisia,Ligue 1,2020,MEN,C,0,NOT_MATERIALIZED
Tunisia,Ligue 1,2020,WOMEN,C,0,NOT_MATERIALIZED
Tunisia,Ligue 1,2021,MEN,C,0,NOT_MATERIALIZED
Tunisia,Ligue 1,2021,WOMEN,C,0,NOT_MATERIALIZED
Tunisia,Ligue 1,2022,MEN,C,0,NOT_MATERIALIZED
Tunisia,Ligue 1,2022,WOMEN,C,0,NOT_MATERIALIZED
Tunisia,Ligue 1,2023,MEN,C,0,NOT_MATERIALIZED
Tunisia,Ligue 1,2023,WOMEN,C,0,NOT_MATERIALIZED
Tunisia,Ligue 1,2024,MEN,C,0,NOT_MATERIALIZED
Tunisia,Ligue 1,2024,WOMEN,C,0,NOT_MATERIALIZED
Tunisia,Ligue 1,2025,MEN,C,0,NOT_MATERIALIZED
Tunisia,Ligue 1,2025,WOMEN,C,0,NOT_MATERIALIZED
Tunisia,Ligue 1,2026,MEN,C,0,NOT_MATERIALIZED
Tunisia,Ligue 1,2026,WOMEN,C,0,NOT_MATERIALIZED
Algeria,Ligue 1,2020,MEN,C,0,NOT_MATERIALIZED
Algeria,Ligue 1,2020,WOMEN,C,0,NOT_MATERIALIZED
Algeria,Ligue 1,2021,MEN,C,0,NOT_MATERIALIZED
Algeria,Ligue 1,2021,WOMEN,C,0,NOT_MATERIALIZED
Algeria,Ligue 1,2022,MEN,C,0,NOT_MATERIALIZED
Algeria,Ligue 1,2022,WOMEN,C,0,NOT_MATERIALIZED
Algeria,Ligue 1,2023,MEN,C,0,NOT_MATERIALIZED
Algeria,Ligue 1,2023,WOMEN,C,0,NOT_MATERIALIZED
Algeria,Ligue 1,2024,MEN,C,0,NOT_MATERIALIZED
Algeria,Ligue 1,2024,WOMEN,C,0,NOT_MATERIALIZED
Algeria,Ligue 1,2025,MEN,C,0,NOT_MATERIALIZED
Algeria,Ligue 1,2025,WOMEN,C,0,NOT_MATERIALIZED
Algeria,Ligue 1,2026,MEN,C,0,NOT_MATERIALIZED
Algeria,Ligue 1,2026,WOMEN,C,0,NOT_MATERIALIZED
