date,hk,ak,rows,sources
2021-05-23,sheffieldunited,burnley,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-05-23,westham,southampton,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-05-23,wolves,manunited,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-08-13,brentford,arsenal,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-08-13,mgladbach,bayernmunich,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-08-14,augsburg,hoffenheim,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-08-14,bielefeld,freiburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-08-14,burnley,brighton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-08-14,chelsea,crystalpalace,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-08-14,dortmund,einfrankfurt,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-08-14,everton,southampton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-08-14,leicester,wolves,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-08-14,manunited,leeds,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-08-14,norwich,liverpool,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-08-14,stuttgart,greutherfurth,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-08-14,unionberlin,leverkusen,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-08-14,watford,astonvilla,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-08-14,wolfsburg,bochum,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-08-15,fckoln,hertha,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-08-15,mainz,rbleipzig,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-08-15,newcastle,westham,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-08-15,tottenham,mancity,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-08-20,rbleipzig,stuttgart,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-08-21,astonvilla,newcastle,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-08-21,bochum,mainz,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-08-21,brighton,watford,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-08-21,crystalpalace,brentford,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-08-21,einfrankfurt,augsburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-08-21,freiburg,dortmund,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-08-21,greutherfurth,bielefeld,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-08-21,hertha,wolfsburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-08-21,leeds,everton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-08-21,leverkusen,mgladbach,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-08-21,liverpool,burnley,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-08-21,mancity,norwich,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-08-22,arsenal,chelsea,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-08-22,bayernmunich,fckoln,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-08-22,hoffenheim,unionberlin,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-08-22,southampton,manunited,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-08-22,wolves,tottenham,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-08-23,westham,leicester,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-08-27,dortmund,hoffenheim,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-08-28,astonvilla,brentford,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-08-28,augsburg,leverkusen,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-08-28,bayernmunich,hertha,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-08-28,bielefeld,einfrankfurt,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-08-28,brighton,everton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-08-28,fckoln,bochum,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-08-28,liverpool,chelsea,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-08-28,mainz,greutherfurth,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-08-28,mancity,arsenal,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-08-28,newcastle,southampton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-08-28,norwich,leicester,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-08-28,stuttgart,freiburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-08-28,westham,crystalpalace,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-08-29,burnley,leeds,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-08-29,tottenham,watford,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-08-29,unionberlin,mgladbach,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-08-29,wolfsburg,rbleipzig,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-08-29,wolves,manunited,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-11,arsenal,norwich,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-11,brentford,brighton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-11,chelsea,astonvilla,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-11,crystalpalace,tottenham,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-11,freiburg,fckoln,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-09-11,greutherfurth,wolfsburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-09-11,hoffenheim,mainz,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-09-11,leicester,mancity,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-11,leverkusen,dortmund,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-09-11,manunited,newcastle,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-11,rbleipzig,bayernmunich,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-09-11,southampton,westham,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-11,unionberlin,augsburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-09-11,watford,wolves,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-12,bochum,hertha,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-09-12,einfrankfurt,stuttgart,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-09-12,leeds,liverpool,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-12,mgladbach,bielefeld,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-09-13,everton,burnley,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-17,hertha,greutherfurth,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-09-17,newcastle,leeds,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-18,astonvilla,everton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-18,augsburg,mgladbach,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-09-18,bayernmunich,bochum,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-09-18,bielefeld,hoffenheim,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-09-18,burnley,arsenal,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-18,fckoln,rbleipzig,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-09-18,liverpool,crystalpalace,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-18,mainz,freiburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-09-18,mancity,southampton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-18,norwich,watford,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-18,wolves,brentford,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-19,brighton,leicester,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-19,dortmund,unionberlin,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-09-19,stuttgart,leverkusen,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-09-19,tottenham,chelsea,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-19,westham,manunited,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-19,wolfsburg,einfrankfurt,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-09-24,greutherfurth,bayernmunich,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-09-25,brentford,liverpool,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-25,chelsea,mancity,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-25,einfrankfurt,fckoln,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-09-25,everton,norwich,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-25,hoffenheim,wolfsburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-09-25,leeds,westham,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-25,leicester,burnley,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-25,leverkusen,mainz,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-09-25,manunited,astonvilla,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-25,mgladbach,dortmund,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-09-25,rbleipzig,hertha,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-09-25,unionberlin,bielefeld,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-09-25,watford,newcastle,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-26,arsenal,tottenham,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-26,bochum,stuttgart,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-09-26,freiburg,augsburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-09-26,southampton,wolves,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-09-27,crystalpalace,brighton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-01,fckoln,greutherfurth,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-02,brighton,arsenal,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-02,burnley,norwich,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-02,chelsea,southampton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-02,dortmund,augsburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-02,hertha,freiburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-02,leeds,watford,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-02,manunited,everton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-02,rbleipzig,bochum,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-02,stuttgart,hoffenheim,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-02,wolfsburg,mgladbach,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-02,wolves,newcastle,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-03,bayernmunich,einfrankfurt,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-03,bielefeld,leverkusen,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-03,crystalpalace,leicester,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-03,liverpool,mancity,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-03,mainz,unionberlin,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-03,tottenham,astonvilla,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-03,westham,brentford,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-15,hoffenheim,fckoln,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-16,astonvilla,wolves,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-16,brentford,chelsea,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-16,dortmund,mainz,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-16,einfrankfurt,hertha,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-16,freiburg,rbleipzig,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-16,greutherfurth,bochum,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-16,leicester,manunited,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-16,mancity,burnley,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-16,mgladbach,stuttgart,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-16,norwich,brighton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-16,southampton,leeds,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-16,unionberlin,wolfsburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-16,watford,liverpool,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-17,augsburg,bielefeld,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-17,everton,westham,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-17,leverkusen,bayernmunich,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-17,newcastle,tottenham,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-18,arsenal,crystalpalace,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-22,arsenal,astonvilla,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-22,mainz,augsburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-23,bayernmunich,hoffenheim,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-23,bielefeld,dortmund,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-23,brighton,mancity,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-23,chelsea,norwich,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-23,crystalpalace,newcastle,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-23,everton,watford,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-23,hertha,mgladbach,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-23,leeds,wolves,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-23,rbleipzig,greutherfurth,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-23,southampton,burnley,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-23,wolfsburg,freiburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-24,bochum,einfrankfurt,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-24,brentford,leicester,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-24,fckoln,leverkusen,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-24,manunited,liverpool,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-24,stuttgart,unionberlin,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-24,westham,tottenham,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-29,hoffenheim,hertha,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-30,bielefeld,mainz,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-30,burnley,brentford,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-30,dortmund,fckoln,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-30,einfrankfurt,rbleipzig,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-30,freiburg,greutherfurth,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-30,leicester,arsenal,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-30,leverkusen,wolfsburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-30,liverpool,brighton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-30,mancity,crystalpalace,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-30,newcastle,chelsea,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-30,tottenham,manunited,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-30,unionberlin,bayernmunich,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-30,watford,southampton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-31,astonvilla,westham,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-10-31,augsburg,stuttgart,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-31,mgladbach,bochum,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-10-31,norwich,leeds,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-01,wolves,everton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-05,mainz,mgladbach,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-11-05,southampton,astonvilla,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-06,bayernmunich,freiburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-11-06,bochum,hoffenheim,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-11-06,brentford,norwich,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-06,brighton,newcastle,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-06,chelsea,burnley,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-06,crystalpalace,wolves,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-06,manunited,mancity,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-06,rbleipzig,dortmund,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-11-06,stuttgart,bielefeld,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
