date,hk,ak,rows,sources
2021-01-31,brighton,tottenham,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-01-31,chelsea,burnley,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-01-31,leicester,leeds,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-01-31,westham,liverpool,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-02,manunited,southampton,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-02,newcastle,crystalpalace,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-02,sheffieldunited,westbrom,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-02,wolves,arsenal,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-03,astonvilla,westham,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-03,burnley,mancity,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-03,fulham,leicester,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-03,leeds,everton,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-03,liverpool,brighton,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-04,tottenham,chelsea,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-06,astonvilla,arsenal,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-06,burnley,brighton,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-06,fulham,westham,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-06,manunited,everton,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-06,newcastle,southampton,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-07,liverpool,mancity,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-07,sheffieldunited,chelsea,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-07,tottenham,westbrom,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-07,wolves,leicester,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-08,leeds,crystalpalace,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-13,brighton,astonvilla,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-13,crystalpalace,burnley,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-13,leicester,liverpool,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-13,mancity,tottenham,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-14,arsenal,leeds,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-14,everton,fulham,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-14,southampton,wolves,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-14,westbrom,manunited,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-15,chelsea,newcastle,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-15,westham,sheffieldunited,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-17,burnley,fulham,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-17,everton,mancity,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-19,wolves,leeds,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-20,burnley,westbrom,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-20,fulham,sheffieldunited,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-20,liverpool,everton,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-20,southampton,chelsea,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-21,arsenal,mancity,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-21,astonvilla,leicester,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-21,manunited,newcastle,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-21,westham,tottenham,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-22,brighton,crystalpalace,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-23,leeds,southampton,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-27,leeds,astonvilla,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-27,mancity,westham,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-27,newcastle,wolves,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-27,westbrom,brighton,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-28,chelsea,manunited,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-28,crystalpalace,fulham,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-28,leicester,arsenal,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-28,sheffieldunited,liverpool,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-02-28,tottenham,burnley,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-01,everton,southampton,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-02,mancity,wolves,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-03,burnley,leicester,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-03,crystalpalace,manunited,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-03,sheffieldunited,astonvilla,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-04,fulham,tottenham,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-04,liverpool,chelsea,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-04,westbrom,everton,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-06,astonvilla,wolves,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-06,brighton,leicester,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-06,burnley,arsenal,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-06,sheffieldunited,southampton,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-07,liverpool,fulham,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-07,mancity,manunited,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-07,tottenham,crystalpalace,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-07,westbrom,newcastle,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-08,chelsea,everton,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-08,westham,leeds,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-10,mancity,southampton,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-12,newcastle,astonvilla,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-13,crystalpalace,westbrom,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-13,everton,burnley,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-13,fulham,mancity,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-13,leeds,chelsea,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-14,arsenal,tottenham,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-14,leicester,sheffieldunited,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-14,manunited,westham,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-14,southampton,brighton,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-15,wolves,liverpool,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-19,fulham,leeds,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-20,brighton,newcastle,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-21,astonvilla,tottenham,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-03-21,westham,arsenal,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-03,arsenal,liverpool,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-03,chelsea,westbrom,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-03,leeds,sheffieldunited,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-03,leicester,mancity,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-04,astonvilla,fulham,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-04,manunited,brighton,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-04,newcastle,tottenham,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-04,southampton,burnley,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-05,everton,crystalpalace,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-05,wolves,westham,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-09,fulham,wolves,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-10,crystalpalace,chelsea,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-10,liverpool,astonvilla,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-10,mancity,leeds,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-11,burnley,newcastle,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-11,sheffieldunited,arsenal,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-11,tottenham,manunited,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-11,westham,leicester,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-12,brighton,everton,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-12,westbrom,southampton,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-16,everton,tottenham,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-17,newcastle,westham,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-17,wolves,sheffieldunited,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-18,arsenal,fulham,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-18,manunited,burnley,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-19,leeds,liverpool,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-20,chelsea,brighton,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-21,astonvilla,mancity,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-21,tottenham,southampton,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-22,leicester,westbrom,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-23,arsenal,everton,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
2021-04-24,liverpool,newcastle,2,data/raw/epl_2020_2021_football_data_real.csv|data/raw/global_acquisition/football_data/epl_2021_direct.csv
