source,target,url,classification,credential,status,attempted_at,http_status,bytes,rows,sha256,materialized,processed,pit_validated,used_in_model,reason
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2223/D2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2223/D3.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2324/D1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2324/D2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2324/D3.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2425/D1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2425/D2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2425/D3.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2526/D1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2526/D2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2526/D3.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2627/D1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2627/D2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2627/D3.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/1920/I1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/1920/I2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/1920/I3.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2021/I1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2021/I2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2021/I3.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2122/I1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2122/I2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2122/I3.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2223/I1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2223/I2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2223/I3.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2324/I1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2324/I2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2324/I3.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2425/I1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2425/I2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2425/I3.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2526/I1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2526/I2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2526/I3.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2627/I1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2627/I2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2627/I3.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/1920/SP1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/1920/SP2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/1920/SP3.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2021/SP1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2021/SP2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2021/SP3.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2122/SP1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2122/SP2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2122/SP3.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2223/SP1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2223/SP2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2223/SP3.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2324/SP1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2324/SP2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2324/SP3.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2425/SP1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2425/SP2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2425/SP3.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2526/SP1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2526/SP2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2526/SP3.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2627/SP1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2627/SP2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2627/SP3.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/1920/F1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/1920/F2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2021/F1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2021/F2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2122/F1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2122/F2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2223/F1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2223/F2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2324/F1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2324/F2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2425/F1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2425/F2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2526/F1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2526/F2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2627/F1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2627/F2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/1920/N1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/1920/N2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2021/N1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2021/N2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2122/N1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2122/N2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2223/N1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2223/N2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2324/N1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2324/N2.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
Football-Data.co.uk,results_stats_odds,https://www.football-data.co.uk/mmz4281/2425/N1.csv,HISTORICAL_REAL_NON_PIT,NONE,BLOCKED,2026-08-20T16:36:31.201369+00:00,,,,,False,False,False,False,RUNTIME_DNS_BLOCKED:FAILED:gaierror:[Errno -3] Temporary failure in name resolution
