probability,odds,fair_odds,raw_ev,realistic_ev,uncertainty_adjusted_ev,scientific_status,model,outcome,positive_ev,theoretical_status
0.23106864017938428,4.33,4.327718375040747,0.0005272119767338879,0.0005272119767338879,0.0005272119767338879,RESEARCH_ONLY_NON_PIT,robo_logistic_full,0,True,COUNTERFACTUAL_NON_PIT
0.42899281817548385,2.05,2.331041354615265,-0.1205647227402582,-0.1205647227402582,-0.1205647227402582,RESEARCH_ONLY_NON_PIT,robo_logistic_full,0,False,COUNTERFACTUAL_NON_PIT
0.3167661893810835,2.88,3.156902578377633,-0.08771337458247963,-0.08771337458247963,-0.08771337458247963,RESEARCH_ONLY_NON_PIT,robo_logistic_full,0,False,COUNTERFACTUAL_NON_PIT
0.5361712528856972,2.3,1.8650757470079868,0.23319388163710353,0.23319388163710353,0.23319388163710353,RESEARCH_ONLY_NON_PIT,robo_logistic_full,1,True,COUNTERFACTUAL_NON_PIT
0.5688089787780326,1.8,1.7580594493221455,0.023856161800458686,0.023856161800458686,0.023856161800458686,RESEARCH_ONLY_NON_PIT,robo_logistic_full,1,True,COUNTERFACTUAL_NON_PIT
0.3652463651680603,2.88,2.737878033474396,0.05190953168401369,0.05190953168401369,0.05190953168401369,RESEARCH_ONLY_NON_PIT,robo_logistic_full,0,True,COUNTERFACTUAL_NON_PIT
0.8244720650943178,1.14,1.2128973707382096,-0.06010184579247778,-0.06010184579247778,-0.06010184579247778,RESEARCH_ONLY_NON_PIT,robo_logistic_full,1,False,COUNTERFACTUAL_NON_PIT
0.1813155208871019,5.25,5.515247647346533,-0.048093515342715,-0.048093515342715,-0.048093515342715,RESEARCH_ONLY_NON_PIT,robo_logistic_full,1,False,COUNTERFACTUAL_NON_PIT
0.556516687241014,1.73,1.7968913114853715,-0.03722613107304579,-0.03722613107304579,-0.03722613107304579,RESEARCH_ONLY_NON_PIT,robo_logistic_full,0,False,COUNTERFACTUAL_NON_PIT
0.3164079741321224,2.88,3.1604766053792,-0.08874503449948756,-0.08874503449948756,-0.08874503449948756,RESEARCH_ONLY_NON_PIT,robo_logistic_full,0,False,COUNTERFACTUAL_NON_PIT
0.21890724424979857,4.75,4.568144847956169,0.03980941018654316,0.03980941018654316,0.03980941018654316,RESEARCH_ONLY_NON_PIT,robo_logistic_full,0,True,COUNTERFACTUAL_NON_PIT
0.3984676210291497,2.3,2.509614200062809,-0.08352447163295584,-0.08352447163295584,-0.08352447163295584,RESEARCH_ONLY_NON_PIT,robo_logistic_full,1,False,COUNTERFACTUAL_NON_PIT
0.42199788829551105,2.3,2.3696801044173315,-0.029404856920324574,-0.029404856920324574,-0.029404856920324574,RESEARCH_ONLY_NON_PIT,robo_logistic_full,1,False,COUNTERFACTUAL_NON_PIT
0.32938282076638836,3.7,3.035981043799611,0.21871643683563702,0.21871643683563702,0.21871643683563702,RESEARCH_ONLY_NON_PIT,robo_logistic_full,0,True,COUNTERFACTUAL_NON_PIT
0.347755146728695,2.55,2.8755864849360835,-0.11322437584182776,-0.11322437584182776,-0.11322437584182776,RESEARCH_ONLY_NON_PIT,robo_logistic_full,1,False,COUNTERFACTUAL_NON_PIT
0.4529589865702481,2.3,2.207705398609887,0.041805669111570576,0.041805669111570576,0.041805669111570576,RESEARCH_ONLY_NON_PIT,robo_logistic_full,0,True,COUNTERFACTUAL_NON_PIT
0.3922035013655866,2.2,2.549696768433143,-0.1371522969957093,-0.1371522969957093,-0.1371522969957093,RESEARCH_ONLY_NON_PIT,robo_logistic_full,1,False,COUNTERFACTUAL_NON_PIT
0.4713925677867861,2.1,2.121374133442652,-0.010075607647749174,-0.010075607647749174,-0.010075607647749174,RESEARCH_ONLY_NON_PIT,robo_logistic_full,0,False,COUNTERFACTUAL_NON_PIT
0.15724583177734566,6.0,6.3594690472683775,-0.05652500933592608,-0.05652500933592608,-0.05652500933592608,RESEARCH_ONLY_NON_PIT,robo_logistic_full,0,False,COUNTERFACTUAL_NON_PIT
0.19080013919663022,6.25,5.241086323157469,0.1925008699789389,0.1925008699789389,0.1925008699789389,RESEARCH_ONLY_NON_PIT,robo_logistic_full,0,True,COUNTERFACTUAL_NON_PIT
0.453202469915397,1.8,2.206519307334486,-0.18423555415228549,-0.18423555415228549,-0.18423555415228549,RESEARCH_ONLY_NON_PIT,robo_logistic_full,0,False,COUNTERFACTUAL_NON_PIT
0.31558820864047965,2.55,3.168686194924371,-0.19525006796677696,-0.19525006796677696,-0.19525006796677696,RESEARCH_ONLY_NON_PIT,robo_logistic_full,0,False,COUNTERFACTUAL_NON_PIT
0.6745548490148545,1.42,1.4824591379936531,-0.04213211439890663,-0.04213211439890663,-0.04213211439890663,RESEARCH_ONLY_NON_PIT,robo_logistic_full,0,False,COUNTERFACTUAL_NON_PIT
0.21287425509815236,5.0,4.697608921938064,0.06437127549076183,0.06437127549076183,0.06437127549076183,RESEARCH_ONLY_NON_PIT,robo_logistic_full,0,True,COUNTERFACTUAL_NON_PIT
0.38257059055276776,2.1,2.613896689118529,-0.19660175983918765,-0.19660175983918765,-0.19660175983918765,RESEARCH_ONLY_NON_PIT,robo_logistic_full,1,False,COUNTERFACTUAL_NON_PIT
0.21481002217424772,4.5,4.655276275651742,-0.033354900215885275,-0.033354900215885275,-0.033354900215885275,RESEARCH_ONLY_NON_PIT,robo_logistic_full,0,False,COUNTERFACTUAL_NON_PIT
0.1552132229722712,7.5,6.442750049579537,0.16409917229203397,0.16409917229203397,0.16409917229203397,RESEARCH_ONLY_NON_PIT,robo_logistic_full,0,True,COUNTERFACTUAL_NON_PIT
0.7033011380609854,1.33,1.4218660341671265,-0.06460948637888941,-0.06460948637888941,-0.06460948637888941,RESEARCH_ONLY_NON_PIT,robo_logistic_full,0,False,COUNTERFACTUAL_NON_PIT
0.6426366676171037,1.5,1.5560892342293497,-0.036044998574344456,-0.036044998574344456,-0.036044998574344456,RESEARCH_ONLY_NON_PIT,robo_logistic_full,1,False,COUNTERFACTUAL_NON_PIT
0.5940428077647723,1.9,1.683380367422911,0.1286813347530672,0.1286813347530672,0.1286813347530672,RESEARCH_ONLY_NON_PIT,robo_logistic_full,0,True,COUNTERFACTUAL_NON_PIT
0.5824695761403692,1.8,1.7168278670043535,0.04844523705266457,0.04844523705266457,0.04844523705266457,RESEARCH_ONLY_NON_PIT,robo_logistic_full,1,True,COUNTERFACTUAL_NON_PIT
0.5013252592959734,1.91,1.9947129761710611,-0.04246875474469086,-0.04246875474469086,-0.04246875474469086,RESEARCH_ONLY_NON_PIT,robo_logistic_full,1,False,COUNTERFACTUAL_NON_PIT
0.49400073365271924,2.1,2.0242884916502906,0.03740154067071044,0.03740154067071044,0.03740154067071044,RESEARCH_ONLY_NON_PIT,robo_logistic_full,1,True,COUNTERFACTUAL_NON_PIT
0.6837496350128461,1.48,1.4625236326176791,0.011949459819012243,0.011949459819012243,0.011949459819012243,RESEARCH_ONLY_NON_PIT,robo_logistic_full,0,True,COUNTERFACTUAL_NON_PIT
0.4127877851540163,2.25,2.4225523040292662,-0.0712274834034633,-0.0712274834034633,-0.0712274834034633,RESEARCH_ONLY_NON_PIT,robo_logistic_full,1,False,COUNTERFACTUAL_NON_PIT
0.5393028424232101,1.91,1.8542457434616382,0.030068429028331345,0.030068429028331345,0.030068429028331345,RESEARCH_ONLY_NON_PIT,robo_logistic_full,1,True,COUNTERFACTUAL_NON_PIT
0.5695048787051014,1.75,1.7559112088270903,-0.003366462266072623,-0.003366462266072623,-0.003366462266072623,RESEARCH_ONLY_NON_PIT,robo_logistic_full,1,False,COUNTERFACTUAL_NON_PIT
0.561569420018343,1.85,1.7807237437667747,0.03890342703393457,0.03890342703393457,0.03890342703393457,RESEARCH_ONLY_NON_PIT,robo_logistic_full,1,True,COUNTERFACTUAL_NON_PIT
0.30598725692846956,3.25,3.268109953460478,-0.005541414982473847,-0.005541414982473847,-0.005541414982473847,RESEARCH_ONLY_NON_PIT,robo_logistic_full,0,False,COUNTERFACTUAL_NON_PIT
0.561057127808689,1.67,1.7823496938817665,-0.0630345965594894,-0.0630345965594894,-0.0630345965594894,RESEARCH_ONLY_NON_PIT,robo_logistic_full,1,False,COUNTERFACTUAL_NON_PIT
0.44594698972667685,2.2,2.2424189938201065,-0.018916622601310884,-0.018916622601310884,-0.018916622601310884,RESEARCH_ONLY_NON_PIT,robo_logistic_full,1,False,COUNTERFACTUAL_NON_PIT
0.45550946908545425,2.25,2.1953440441265526,0.02489630544227206,0.02489630544227206,0.02489630544227206,RESEARCH_ONLY_NON_PIT,robo_logistic_full,1,True,COUNTERFACTUAL_NON_PIT
0.577381857957678,1.65,1.7319560464494188,-0.047319934369831285,-0.047319934369831285,-0.047319934369831285,RESEARCH_ONLY_NON_PIT,robo_logistic_full,0,False,COUNTERFACTUAL_NON_PIT
0.32955851041073136,2.7,3.0343625438581214,-0.11019202189102528,-0.11019202189102528,-0.11019202189102528,RESEARCH_ONLY_NON_PIT,robo_logistic_full,1,False,COUNTERFACTUAL_NON_PIT
0.6232746980090107,1.85,1.60442899927496,0.15305819131666987,0.15305819131666987,0.15305819131666987,RESEARCH_ONLY_NON_PIT,robo_logistic_full,0,True,COUNTERFACTUAL_NON_PIT
0.39903237523464496,2.4,2.5060623199106717,-0.04232229943685217,-0.04232229943685217,-0.04232229943685217,RESEARCH_ONLY_NON_PIT,robo_logistic_full,0,False,COUNTERFACTUAL_NON_PIT
0.4008324279571827,2.3,2.494808129912136,-0.07808541569847993,-0.07808541569847993,-0.07808541569847993,RESEARCH_ONLY_NON_PIT,robo_logistic_full,1,False,COUNTERFACTUAL_NON_PIT
0.19300363620551483,4.2,5.181249533222143,-0.18938472793683758,-0.18938472793683758,-0.18938472793683758,RESEARCH_ONLY_NON_PIT,robo_logistic_full,1,False,COUNTERFACTUAL_NON_PIT
0.4370567730971113,2.15,2.288032268471003,-0.06032793784121071,-0.06032793784121071,-0.06032793784121071,RESEARCH_ONLY_NON_PIT,robo_logistic_full,1,False,COUNTERFACTUAL_NON_PIT
