target,feature_set,model,fold,status,test_events,comparison_sample_events,accuracy,log_loss,brier,ece,mce,roc_auc,feature_set_status,calibration
home_win,BASELINE,logistic,0,OOS,500,2951,0.598,0.6517676020351473,0.23056370083865996,0.02410267662081869,0.1673376235690846,0.6389497072609027,OOS,raw
home_win,MARKET,logistic,0,OOS,500,2951,0.606,0.6467870052732695,0.2285096395093849,0.04513802726018229,0.15800567782877195,0.6511620363612773,OOS,raw
home_win,SHOTS_SOT,logistic,0,OOS,500,2951,0.582,0.6559605189506442,0.23267672305721446,0.039220841709837605,0.11806944377700157,0.6296080053195803,OOS,raw
home_win,CORNERS,logistic,0,OOS,500,2951,0.602,0.65144079320735,0.23044149346983847,0.04519920818686385,0.1797805258915829,0.6425825913491947,OOS,raw
home_win,CARDS,logistic,0,OOS,500,2951,0.614,0.649255825636641,0.22934602065158077,0.023906838888859232,0.17106675178963127,0.6470101688318007,OOS,raw
home_win,MOMENTUM,logistic,0,OOS,500,2951,0.6,0.6529458779484404,0.23121320200257167,0.0349793485208272,0.1682179859949242,0.6357871519161842,OOS,raw
home_win,MARKET_INTELLIGENCE,logistic,0,OOS,500,2951,0.606,0.6467870052732695,0.2285096395093849,0.04513802726018229,0.15800567782877195,0.6511620363612773,OOS,raw
home_win,FULL,logistic,0,OOS,500,2951,0.608,0.6484103945575382,0.2290623484952929,0.03583513099572529,0.07347179703300244,0.6513890916167956,OOS,raw
