target,divergence_bucket,n,mean_model_prob,mean_market_prob,actual_rate,mean_divergence,mean_abs_divergence
home_win,SMALL,452,0.42213843948414237,0.4195924684529021,0.4269911504424779,0.0025459710312403052,0.015122621530478542
home_win,MEDIUM,435,0.46620005970938766,0.44376710171480027,0.4160919540229885,0.022432957994587395,0.0509699540830395
home_win,LARGE,113,0.5375327870261926,0.4618290515281641,0.48672566371681414,0.0757037354980285,0.10232176600459524
over_2_5,SMALL,392,0.5086977145780701,0.5065502529027299,0.4744897959183674,0.0021474616753402232,0.014143476008523852
over_2_5,MEDIUM,443,0.5249574815061064,0.5062439159807327,0.5169300225733634,0.018713565525373704,0.05194641856334221
over_2_5,LARGE,165,0.5675253606368564,0.4946224762114022,0.4303030303030303,0.0729028844254542,0.10576444850982794
