target,model,fold,test_events,accuracy,log_loss,brier,ece,mce,roc_auc
home_win,market_only,0,500,0.672,0.6176671350926818,0.2137925257540011,0.04669310780663663,0.13359244542875093,0.7207728536753951
home_win,market_only,1,500,0.626,0.6398135910196185,0.2240566457463319,0.050517618342688066,0.14139710999752841,0.6945840804303279
home_win,market_only,2,500,0.646,0.6102436735358617,0.21242239600228424,0.042776276395850715,0.07496327650441048,0.7192753623188407
home_win,market_only,3,500,0.634,0.6436339956495876,0.22635858626459873,0.027214640433294305,0.163312322663707,0.6645675155008014
home_win,market_only,4,500,0.594,0.6469915239382875,0.2286115970889546,0.05541649096768905,0.17674065322673144,0.642510208113804
over_2_5,market_only,0,500,0.608,0.6687028039862303,0.2379144815297177,0.0678084653745158,0.292335272844228,0.6606342834203132
over_2_5,market_only,1,500,0.566,0.6818739516741391,0.244549539617785,0.018063235171379435,0.09320374563386169,0.5735865964698917
