pattern_id,description,sample_size_segment,sample_size_control,effect_size,p_value,status,fdr_adjusted_p
away_form5_HOME_WIN,away_form5,493,596,-0.2000000000000001,5.720437984987495e-06,EXPLORATORY,2.288175193994998e-05
home_form5_HOME_WIN,home_form5,477,562,0.1,0.0008765831303224,EXPLORATORY,0.0017531662606449
KNOCKOUT_HOME_WIN,two_leg_candidate vs home_win,224,946,-0.0643876472364844,0.0957435293927968,EXPLORATORY,0.1276580391903958
rest_advantage_HOME_WIN,rest_advantage,462,547,0.0,0.2353525938783606,EXPLORATORY,0.2353525938783606
