event_id,selection,entry_odds,reference_odds,closing_odds,result,profit_units,clv_proxy
bd0e7895e0caa6d53cea,away,5.75,5.51,6.0,home,-1.0,-0.04166666666666663
81914abe33407a39e810,draw,3.0,2.93,3.0,away,-1.0,0.0
5a382947e1cb07755396,draw,4.33,4.23,4.0,home,-1.0,0.08250000000000002
1b45f8195539df87d61a,draw,3.25,3.08,3.1,away,-1.0,0.048387096774193505
2c8ee0a5fb5d36373ba6,draw,4.1,3.79,3.6,home,-1.0,0.13888888888888884
4c34b6e08f18a2af08a9,away,2.5,2.45,2.6,home,-1.0,-0.03846153846153855
7ea901704ea3f460f9fb,draw,3.25,3.17,3.25,away,-1.0,0.0
2f514bc8082b6331445b,away,4.33,4.21,4.5,home,-1.0,-0.0377777777777778
d318e9b77ca8bb7642d0,draw,5.25,5.09,6.0,home,-1.0,-0.125
25110481665dc416b1d6,draw,3.3,3.2,3.2,home,-1.0,0.031249999999999778
9a68fca2c582c8bf9746,draw,4.33,4.16,4.5,draw,3.33,-0.0377777777777778
dcf547b8b65d19082ad6,draw,3.25,3.12,3.1,home,-1.0,0.048387096774193505
fde2768fa14b8f797e79,draw,3.2,3.04,3.0,away,-1.0,0.06666666666666665
00d163b6d198870018bb,away,3.6,3.45,3.4,home,-1.0,0.05882352941176472
0359997453a34acaa032,draw,3.5,3.39,3.5,draw,2.5,0.0
7952d440a2ef63720638,draw,3.3,3.2,3.3,away,-1.0,0.0
e48bfff7bbe516bee685,draw,3.4,3.23,3.25,away,-1.0,0.04615384615384621
94d9cc130c2091a0d77e,away,3.3,3.22,3.25,home,-1.0,0.01538461538461533
c786a74c51cbd2e203c7,away,3.4,3.29,3.6,home,-1.0,-0.05555555555555558
bee791a4dbe129adfc2a,away,3.6,3.46,3.8,home,-1.0,-0.05263157894736836
773eb1e6c6b3fb3d7bd1,away,4.5,4.35,4.2,home,-1.0,0.0714285714285714
25b2aa4140e8e2e43274,draw,3.25,3.11,3.2,draw,2.25,0.015625
304863440340438bdb70,draw,3.5,3.39,3.5,away,-1.0,0.0
998adfcb23692a076eca,draw,3.3,3.19,3.0,home,-1.0,0.09999999999999987
6ca1138953959214a3c7,draw,3.4,3.33,3.3,home,-1.0,0.030303030303030276
f010c163c3e46e5a4a9f,draw,3.3,3.2,3.1,draw,2.3,0.06451612903225801
3773560f0634831e287a,draw,3.75,3.66,3.9,away,-1.0,-0.038461538461538436
540049f0707aa71494e6,draw,3.25,3.15,3.2,draw,2.25,0.015625
232cde9f65b9ccaee8b7,draw,3.3,3.23,3.25,home,-1.0,0.01538461538461533
a4a366bc701b0a05c8a3,draw,3.9,3.81,4.0,away,-1.0,-0.025000000000000022
9395e5ea8326d36a6a4c,draw,4.0,3.83,3.8,home,-1.0,0.05263157894736836
27bc58b753a07e576ee2,draw,4.1,3.92,4.2,home,-1.0,-0.023809523809523947
f267df2401f74f688949,draw,6.5,6.07,6.25,home,-1.0,0.040000000000000036
ad4543f6ec793ba7900b,draw,3.5,3.28,3.5,away,-1.0,0.0
b11d35467df7784f41de,away,4.33,4.21,5.0,away,3.33,-0.134
5403ef2d82bcc6ff450a,draw,3.25,3.01,3.0,draw,2.25,0.08333333333333326
6498e3397d3b30542aa5,draw,3.4,3.27,3.3,draw,2.4,0.030303030303030276
7b7e208a99864176b583,away,5.5,5.36,6.0,away,4.5,-0.08333333333333337
148cc13529582f6040f9,draw,3.5,3.33,3.3,home,-1.0,0.06060606060606055
ac56bcc80334371201b1,draw,3.6,3.44,3.6,home,-1.0,0.0
36889fdc5b10e2f6ecfb,draw,3.3,3.23,3.4,home,-1.0,-0.02941176470588236
490ef89e61432c4d9c95,away,6.0,5.58,5.75,home,-1.0,0.04347826086956519
64e3aa377b946633c8c0,draw,5.0,4.86,5.0,away,-1.0,0.0
14ad813473af98823624,away,4.5,4.27,5.25,draw,-1.0,-0.1428571428571429
bb747299224a3802a3c9,draw,3.4,3.25,3.4,home,-1.0,0.0
690712fb549e46f93482,home,4.75,4.42,4.2,home,3.75,0.13095238095238093
a0c0a758b9808b04c4a4,draw,3.7,3.44,3.6,home,-1.0,0.0277777777777779
96c6ab331004de19839b,draw,3.5,3.19,3.3,away,-1.0,0.06060606060606055
04c480e53bfa5085965d,home,3.3,3.15,2.9,home,2.3,0.13793103448275867
124313167c0de36356f2,draw,3.5,3.33,3.2,away,-1.0,0.09375
58d6e05222d391808931,draw,3.5,3.3,3.6,home,-1.0,-0.02777777777777779
2caf00df154df99dd37b,away,3.0,2.93,3.0,away,2.0,0.0
9ed4fb96c6d5c499de02,away,5.0,4.81,5.5,home,-1.0,-0.09090909090909094
8d5689541025d631d373,away,3.25,3.16,3.4,away,2.25,-0.044117647058823484
e3d7921f899d5c95e7ad,away,4.75,4.49,4.75,away,3.75,0.0
abbd16cdaba86e9bae18,draw,3.9,3.61,4.33,draw,2.9,-0.09930715935334877
7716ff8be6fd75f9a7ce,away,5.75,5.42,7.5,home,-1.0,-0.23333333333333328
f4af44a69bef44e517b1,away,4.75,4.5,4.2,draw,-1.0,0.13095238095238093
89382e13bdb795302f83,draw,3.0,2.86,2.8,draw,2.0,0.0714285714285714
e844421a61d853615dfc,draw,3.5,3.43,3.5,draw,2.5,0.0
bf205c3c97bc081d2aaa,draw,4.1,4.0,5.0,away,-1.0,-0.18000000000000005
c650096cbaa3dcc8272a,draw,3.7,3.55,3.5,away,-1.0,0.05714285714285716
ce46fc2ef4fad3204fac,draw,3.7,3.47,3.7,home,-1.0,0.0
17d2b91d2010231ee4b0,draw,3.4,3.28,3.4,away,-1.0,0.0
8dd4494e77d5fc78c4b3,away,3.5,3.43,3.9,home,-1.0,-0.10256410256410253
8d2c54a1499f754b713d,home,2.1,2.05,2.2,home,1.1,-0.045454545454545525
a56b52de60a787e30bec,home,3.75,3.61,3.3,away,-1.0,0.13636363636363646
b6a06a72f714edc8f3ea,draw,3.3,3.23,3.3,home,-1.0,0.0
53002083c5c26e57b55b,draw,3.6,3.49,3.6,draw,2.6,0.0
632240302179cc73a342,away,3.9,3.79,3.9,draw,-1.0,0.0
089e283385d6e8438fa5,away,5.0,4.73,5.25,draw,-1.0,-0.04761904761904767
4cd9454b2a5f8be817a1,home,3.9,3.81,3.3,draw,-1.0,0.18181818181818188
99dfb388ed757a7843f7,away,3.4,3.26,3.5,home,-1.0,-0.02857142857142858
c735d42275874874b42e,away,4.2,4.05,3.5,draw,-1.0,0.19999999999999996
74785805df69c227fbdf,draw,3.4,3.32,3.5,home,-1.0,-0.02857142857142858
17300afdda8b5eb62df9,draw,4.75,4.63,5.0,home,-1.0,-0.050000000000000044
17300afdda8b5eb62df9,away,7.0,6.69,6.5,home,-1.0,0.07692307692307687
1003b12682805a84f57e,away,3.75,3.66,3.5,home,-1.0,0.0714285714285714
c983b33979a1e4ba4aca,draw,3.75,3.57,3.8,draw,2.75,-0.013157894736842035
be67758ea55ac25c670a,away,3.25,3.1,3.2,draw,-1.0,0.015625
b3f026705ca33c8acaa7,away,3.0,2.92,3.0,home,-1.0,0.0
4cc610f62a5c801d804e,draw,3.4,3.31,3.6,home,-1.0,-0.05555555555555558
b24c0164960351d0a581,draw,3.3,3.16,3.3,away,-1.0,0.0
6f4200bb93d19ed9ca7c,away,4.5,4.34,5.0,home,-1.0,-0.09999999999999998
1a9095f66f37eab9b0b0,draw,4.5,4.38,5.0,home,-1.0,-0.09999999999999998
7a1f218b435e36168a94,draw,3.9,3.79,3.9,home,-1.0,0.0
f969b3a6be790a8fc84a,draw,3.4,3.32,3.3,away,-1.0,0.030303030303030276
bf22e952dfdf4cc91c9d,away,5.0,4.8,4.75,home,-1.0,0.05263157894736836
7be0cc72f443089ed2e4,home,2.2,2.12,2.25,away,-1.0,-0.022222222222222143
60ef240420a9a31db84d,draw,3.7,3.54,3.75,draw,2.7,-0.013333333333333308
585b2e666fe4aca01a78,draw,3.75,3.66,3.75,away,-1.0,0.0
cdccc4ae7f91ceea9881,draw,4.5,4.12,4.33,draw,3.5,0.03926096997690531
f7d6b6d901e5aa16f12b,home,3.9,3.61,3.9,away,-1.0,0.0
dfcb04d83a1543d6695e,away,4.1,3.99,4.33,home,-1.0,-0.053117782909930855
e7e2eac2d96b534e7eb6,draw,3.25,3.18,3.3,home,-1.0,-0.015151515151515138
5dbd218e0517846161f5,draw,3.4,3.33,3.4,draw,2.4,0.0
4dd174911207d3a97336,away,4.5,4.22,4.2,home,-1.0,0.0714285714285714
edf65787090a7e2cff1e,home,3.9,3.68,4.2,away,-1.0,-0.07142857142857151
8bff1bd49084d04b44cd,away,5.0,4.66,4.75,home,-1.0,0.05263157894736836
1e303240a305f5b659d7,away,5.5,4.84,5.75,home,-1.0,-0.04347826086956519
b4b1b29cffe60085a260,draw,3.7,3.6,3.7,away,-1.0,0.0
b630145c94596a12e1fa,away,6.0,5.55,4.75,away,5.0,0.26315789473684204
ab9f9a4853f324191e4c,away,6.5,6.33,6.5,home,-1.0,0.0
c1f391782fbcb110a7a5,away,5.0,4.71,5.5,home,-1.0,-0.09090909090909094
121c5adb91c163597227,away,4.0,3.76,4.0,away,3.0,0.0
c759ba5d1b1fa0ed775b,away,2.6,2.53,2.7,draw,-1.0,-0.03703703703703709
8cb459478caa5e3868bc,away,3.1,3.02,2.63,draw,-1.0,0.17870722433460084
bc0f8b8ee8818aa360d2,home,4.2,3.93,4.5,away,-1.0,-0.06666666666666665
ca4557139df8415325de,away,5.5,5.11,6.0,home,-1.0,-0.08333333333333337
30eddc05b3a53897f81b,away,6.5,5.88,6.5,home,-1.0,0.0
f251913d5c1cbee55901,away,2.45,2.4,1.95,away,1.4500000000000002,0.2564102564102566
0e6d3aedaceebb44d0bb,home,3.3,3.2,4.0,away,-1.0,-0.17500000000000004
caacd5628d4870c34bc3,home,3.0,2.87,2.7,away,-1.0,0.11111111111111094
2dc0b6907b753d3cc675,home,3.7,3.47,3.8,draw,-1.0,-0.02631578947368407
7b8495d83c64f8382d2f,away,3.3,3.13,3.2,draw,-1.0,0.031249999999999778
e3e58a33537f16cd28e4,away,5.25,4.88,5.5,home,-1.0,-0.045454545454545414
93d05f5afce5b70cb0d6,draw,3.5,3.29,3.4,home,-1.0,0.02941176470588247
a44b75448f4b05f5498b,home,3.7,3.58,3.7,away,-1.0,0.0
272b876c7409d101942a,away,2.45,2.38,2.25,away,1.4500000000000002,0.08888888888888902
06153a533eba535cab32,home,4.1,3.95,5.0,away,-1.0,-0.18000000000000005
080b6585deeedcc4fb09,home,4.1,3.98,3.6,away,-1.0,0.13888888888888884
dc0150754b82028b9a20,draw,3.3,3.11,3.25,home,-1.0,0.01538461538461533
21de9919f83758dc4a0b,away,8.0,7.26,7.5,draw,-1.0,0.06666666666666665
1a1578784201c74e9a6c,draw,3.75,3.65,3.8,home,-1.0,-0.013157894736842035
2bfa87c6d97ca94d6ec2,away,4.75,4.61,4.75,home,-1.0,0.0
bfa3c46d13b97c8723d4,away,3.3,3.15,3.3,home,-1.0,0.0
65ddce5cb23afec54681,draw,3.7,3.51,3.5,draw,2.7,0.05714285714285716
24f9319d67046eed4bdb,away,5.75,5.55,6.0,home,-1.0,-0.04166666666666663
504e48a07435356fcaab,away,5.75,5.15,5.5,home,-1.0,0.045454545454545414
18273daadc36f5c41f5e,draw,3.6,3.32,3.6,away,-1.0,0.0
a13319eee6f9fd372392,away,3.5,3.4,3.25,away,2.5,0.07692307692307687
804b48576d87ebf3acdb,home,1.4,1.37,1.33,home,0.3999999999999999,0.05263157894736836
804b48576d87ebf3acdb,away,7.5,7.33,8.5,home,-1.0,-0.11764705882352944
2a2ab894fd1238a6c50e,draw,3.5,3.28,3.4,draw,2.5,0.02941176470588247
b923723113d7ad3c7adf,away,1.91,1.87,1.91,away,0.9099999999999999,0.0
9984a78948cdc571085a,draw,3.3,3.23,3.3,home,-1.0,0.0
375656fdfc2765a4112f,draw,3.4,3.29,3.3,away,-1.0,0.030303030303030276
3b1e423d3b8339999fb1,away,4.2,4.1,4.5,home,-1.0,-0.06666666666666665
c31f26fe4ebf79cc756d,away,3.5,3.31,3.4,home,-1.0,0.02941176470588247
238e7e3dfd34e11b4506,home,3.9,3.82,4.0,away,-1.0,-0.025000000000000022
c849fa7994ce25566751,draw,3.5,3.41,3.5,home,-1.0,0.0
43b4c823cc2bd77893f8,away,3.0,2.9,3.2,home,-1.0,-0.0625
86ad94fe304b40244266,draw,3.75,3.63,3.9,away,-1.0,-0.038461538461538436
4fc74688397f178efa3d,draw,4.5,4.35,4.2,draw,3.5,0.0714285714285714
ce6649bfd060ad1c7cb6,away,4.33,4.17,4.1,home,-1.0,0.056097560975609806
e7f5ac35f25d5dd4d7de,draw,3.25,3.15,3.3,draw,2.25,-0.015151515151515138
60ce02c25a044a32c385,away,3.3,3.17,3.25,home,-1.0,0.01538461538461533
0cbd24b07cc330cc5b30,home,3.5,3.32,3.6,away,-1.0,-0.02777777777777779
4e84336a0ed04e9aa2d8,away,4.5,4.28,3.2,draw,-1.0,0.40625
cd0ab77b3477e0fab40d,home,3.25,3.14,3.4,away,-1.0,-0.044117647058823484
c1db97f32dc70d74e8e0,draw,3.7,3.62,3.9,home,-1.0,-0.05128205128205121
6fd05c7099ee39f2c52f,draw,3.5,3.4,3.5,home,-1.0,0.0
6fd05c7099ee39f2c52f,away,3.5,3.41,4.1,home,-1.0,-0.14634146341463405
b6a09ec9870b0fd9f669,draw,3.4,3.33,3.5,home,-1.0,-0.02857142857142858
4b11f6be2b69f79d814e,away,4.5,4.35,4.5,home,-1.0,0.0
59ce7121177d98332300,draw,3.6,3.32,3.7,home,-1.0,-0.027027027027027084
c3074d71cbbfb0589155,draw,3.5,3.37,3.4,draw,2.5,0.02941176470588247
1689166f0d39f64ec315,draw,3.4,3.32,3.4,home,-1.0,0.0
2eed3c487e75e463eb0b,away,3.9,3.75,3.3,draw,-1.0,0.18181818181818188
46705976dfd0666dd801,home,4.2,4.08,3.8,draw,-1.0,0.10526315789473695
688f45dad18ca7b89b62,draw,3.5,3.42,3.5,home,-1.0,0.0
c2a526b7f2acb79499be,away,4.1,3.94,4.5,home,-1.0,-0.08888888888888902
f5fa84edccfa24d3dd5b,draw,3.2,3.05,3.0,draw,2.2,0.06666666666666665
3e79d5946b24a4aad347,draw,3.7,3.62,3.6,away,-1.0,0.0277777777777779
a2a2d73a5b4d7b64aa79,away,3.8,3.53,3.1,away,2.8,0.22580645161290303
52e06ccc7624cf9eba1c,draw,3.75,3.63,3.8,home,-1.0,-0.013157894736842035
e68b19b155bfb6227030,away,4.75,4.51,4.5,draw,-1.0,0.05555555555555558
c26dba31c5bb69ff0a42,away,4.33,4.23,4.5,home,-1.0,-0.0377777777777778
6b8b5be65eb629c52914,away,4.0,3.86,4.5,home,-1.0,-0.11111111111111116
5b5abd2b425302b3bd48,draw,3.2,3.07,3.1,home,-1.0,0.032258064516129004
a5d5bdb16828e2fa751e,away,5.0,4.8,5.0,home,-1.0,0.0
e07335275705ad46802f,away,4.33,4.19,4.1,home,-1.0,0.056097560975609806
4a31242e342c7abdd075,home,3.5,3.37,3.25,away,-1.0,0.07692307692307687
17bc733154093df0e3c9,draw,3.3,3.22,3.3,draw,2.3,0.0
22f42a9a38ef368c6fe5,draw,3.4,3.21,3.2,away,-1.0,0.0625
6aa8c72ce2b209b4d641,home,4.1,3.91,4.1,away,-1.0,0.0
6147ea9ae19d2054c3e1,draw,3.4,3.26,3.4,home,-1.0,0.0
fe01b795371cc0631dc8,away,2.15,2.1,2.35,away,1.15,-0.08510638297872353
bfacc06b4a097d1c31db,draw,4.1,3.96,4.0,home,-1.0,0.02499999999999991
c0cf2e0f637e91257f6e,away,5.0,4.64,4.5,draw,-1.0,0.11111111111111116
9a97ad4cec8aaca7ab68,home,3.6,3.28,3.1,home,2.6,0.16129032258064524
8bbcfa75a59167bb5289,draw,4.1,3.99,4.0,draw,3.0999999999999996,0.02499999999999991
93e764cf7a79c671aa9e,draw,3.6,3.49,3.4,draw,2.6,0.05882352941176472
340fcfd05d991d457b6e,draw,3.2,3.13,3.0,home,-1.0,0.06666666666666665
4748cb33cc7e3b900f78,away,5.25,4.74,5.5,home,-1.0,-0.045454545454545414
ad7711d2a40152ba51c0,draw,3.6,3.52,3.5,draw,2.6,0.028571428571428692
1b1687aa9e9d84c2dbef,draw,3.7,3.62,4.0,home,-1.0,-0.07499999999999996
1b1687aa9e9d84c2dbef,away,4.33,4.22,5.0,home,-1.0,-0.134
2aaf3d634aab015519b4,away,3.5,3.42,2.88,away,2.5,0.2152777777777779
a65d523247f1c8538fb0,draw,3.5,3.42,3.5,home,-1.0,0.0
22f2519b109425e1c659,home,3.8,3.58,4.2,away,-1.0,-0.09523809523809534
11fca3ad2840755b1081,draw,3.7,3.56,3.6,draw,2.7,0.0277777777777779
11fca3ad2840755b1081,away,5.0,4.9,5.25,draw,-1.0,-0.04761904761904767
1aa9e563e44954c32617,home,7.5,7.14,8.5,away,-1.0,-0.11764705882352944
cf14d16f796330f1d5fd,draw,6.5,6.27,6.0,home,-1.0,0.08333333333333326
a0aa4415cfdfdbb2cae8,draw,4.0,3.88,3.9,home,-1.0,0.025641025641025772
89246ca21a8f93f4dc07,away,3.5,3.38,3.4,away,2.5,0.02941176470588247
380e84b44eef374bf2c2,draw,3.4,3.27,3.1,home,-1.0,0.09677419354838701
b263fe49817601d4821d,draw,3.5,3.33,3.2,draw,2.5,0.09375
c9511ef558f43249ae17,draw,4.5,4.38,4.2,draw,3.5,0.0714285714285714
a9b1a80053890c03c67d,draw,4.1,3.82,3.8,draw,3.0999999999999996,0.07894736842105265
1302df00c7515f530067,home,1.42,1.39,1.36,draw,-1.0,0.04411764705882337
85a9a21abd4ed145bd47,draw,4.0,3.77,3.7,home,-1.0,0.08108108108108092
0777e9d9c7b8c737873b,home,2.5,2.45,3.1,home,1.5,-0.19354838709677424
0777e9d9c7b8c737873b,away,2.7,2.62,2.1,home,-1.0,0.2857142857142858
d5fe350cc19bad2bf5c1,draw,3.75,3.52,3.8,home,-1.0,-0.013157894736842035
3f6780ae0f02ac4be853,draw,3.6,3.52,3.3,home,-1.0,0.09090909090909105
add2bae75aee9d2202d7,draw,4.33,4.18,4.1,draw,3.33,0.056097560975609806
59c356212b285742017a,away,2.5,2.42,2.15,draw,-1.0,0.16279069767441867
94745d90a68104d4815c,draw,3.6,3.4,3.3,away,-1.0,0.09090909090909105
f031ec3cb7e63561cdb6,away,2.8,2.73,2.6,home,-1.0,0.07692307692307687
183314cadeca4a01a15d,draw,3.4,3.24,3.4,draw,2.4,0.0
c48fba99835e925fce5c,draw,4.2,3.99,4.5,home,-1.0,-0.06666666666666665
9b146e2ae8183279d2b7,draw,3.5,3.43,3.5,away,-1.0,0.0
6a8b1ecca2042ca27de7,away,5.5,5.31,5.5,home,-1.0,0.0
554a3fbfa0e3188166a9,away,4.5,4.3,5.5,draw,-1.0,-0.18181818181818177
dcc1c6e1be926a5706f5,draw,3.6,3.44,3.7,away,-1.0,-0.027027027027027084
6f5c7fb6dc7faf20a590,away,4.75,4.57,5.75,draw,-1.0,-0.17391304347826086
0d0eea47147ac76c7734,away,6.5,6.06,5.75,home,-1.0,0.13043478260869557
409ce76ac942bdf86dce,home,4.75,4.58,4.33,away,-1.0,0.0969976905311778
795afe126d9ca4e670a9,draw,3.7,3.61,3.6,draw,2.7,0.0277777777777779
fbb1b185026aab2e2ddc,draw,3.4,3.3,3.4,home,-1.0,0.0
a5914fc259b4b456fcdf,draw,3.4,3.33,3.5,home,-1.0,-0.02857142857142858
f79b5c39e7642ed767cc,away,9.5,8.71,7.0,home,-1.0,0.3571428571428572
8bc53c048f9fc5a80784,away,5.75,5.63,7.0,draw,-1.0,-0.1785714285714286
a5ec4f58f1955f9a291f,home,3.2,3.11,3.9,away,-1.0,-0.1794871794871794
2f6f9545e8df848ed675,away,3.8,3.56,3.75,draw,-1.0,0.013333333333333197
039f74c97c94e01ba7fd,away,5.75,5.32,5.25,away,4.75,0.09523809523809534
e69929dacba8cc51997c,home,3.5,3.42,3.6,home,2.5,-0.02777777777777779
40e4a5bb5219cb79c146,away,3.75,3.57,3.25,away,2.75,0.15384615384615374
cda91fbff788b3c63e77,home,3.9,3.78,3.6,home,2.9,0.08333333333333326
4ea74915bed8bd504f79,away,6.25,5.86,5.75,home,-1.0,0.08695652173913038
e357897a3f3ac2a03507,home,2.9,2.83,3.1,away,-1.0,-0.06451612903225812
6c848885ee343f8445b8,draw,4.1,3.88,3.8,home,-1.0,0.07894736842105265
042a80cfd94f3c3b1dda,away,3.8,3.69,3.5,home,-1.0,0.08571428571428563
85d57fa17ba931b27249,away,9.0,8.36,7.0,draw,-1.0,0.2857142857142858
6b9858a70acf4116261e,draw,4.75,4.6,4.75,home,-1.0,0.0
82e03725adc90d34a705,draw,3.3,3.23,3.2,away,-1.0,0.031249999999999778
ea0b855dcaf9e73c6ec4,home,1.53,1.5,1.45,away,-1.0,0.05517241379310356
9a09c31363a22c8c8e6b,draw,3.8,3.66,3.8,home,-1.0,0.0
694f7247d74a5f762809,draw,3.5,3.41,3.6,home,-1.0,-0.02777777777777779
acb61e8a112acdf4e3cf,draw,4.33,4.1,4.2,draw,3.33,0.030952380952380842
0f94c1eaf2f79a4e3eaf,home,2.45,2.37,2.38,draw,-1.0,0.02941176470588247
21adbdd60982f7badca8,home,4.33,4.08,4.2,draw,-1.0,0.030952380952380842
3378b06f4679eb93e4e2,home,4.75,4.57,4.33,home,3.75,0.0969976905311778
673513f7ff8390f39f58,away,2.05,2.0,1.83,home,-1.0,0.12021857923497259
edae2ed9ac323d83b7f4,home,3.3,3.21,3.8,home,2.3,-0.13157894736842102
34aed6c822d4673cf83b,draw,3.0,2.91,2.88,draw,2.0,0.04166666666666674
019297adcb72c6b25375,away,4.1,3.98,3.5,home,-1.0,0.17142857142857126
59debf91cc6c96822619,draw,4.5,4.35,4.5,draw,3.5,0.0
1223857b4c670e36bbe9,away,5.0,4.61,5.0,draw,-1.0,0.0
403e0dfe02319a487d4d,away,5.25,5.11,5.5,away,4.25,-0.045454545454545414
88a5e2b6f74b437683b8,draw,3.4,3.33,3.3,draw,2.4,0.030303030303030276
96495a6a4784c9dc9c7e,draw,4.33,4.14,3.9,home,-1.0,0.11025641025641031
f9f3ea5f6d79aee6ca14,draw,3.4,3.28,3.5,home,-1.0,-0.02857142857142858
145543268280f996daa6,draw,3.75,3.56,3.6,home,-1.0,0.04166666666666674
7216d9358760264e3159,draw,3.4,3.31,3.25,away,-1.0,0.04615384615384621
02df4a1da018d3dd5764,draw,3.6,3.36,3.5,away,-1.0,0.028571428571428692
4b99b4d6e2a5efbef4f3,away,2.9,2.82,2.7,away,1.9,0.07407407407407396
eb76aeb579c12435172a,draw,4.0,3.8,4.33,home,-1.0,-0.07621247113163976
adf9e7c9188c675bcde6,draw,3.6,3.42,3.75,draw,2.6,-0.039999999999999925
43185c5dcc02dda3766e,draw,3.4,3.26,3.4,home,-1.0,0.0
e1a853808067756d7f16,draw,3.75,3.64,3.7,draw,2.75,0.013513513513513375
3ecbf0dd9e9b1ff1bb4f,draw,3.6,3.35,3.4,home,-1.0,0.05882352941176472
e6d7ecd0ec4d76af4cfb,home,4.0,3.7,4.1,away,-1.0,-0.024390243902438935
11b32f126b5ebe1e82ff,draw,3.6,3.49,3.5,draw,2.6,0.028571428571428692
772ae885c9f2dbbacc1a,draw,3.4,3.24,3.3,away,-1.0,0.030303030303030276
d75530628cd9de002697,draw,3.3,3.21,3.25,draw,2.3,0.01538461538461533
3cfdf5f27ea04b313c89,draw,3.25,3.14,3.3,away,-1.0,-0.015151515151515138
a9466d691db3bdd69c71,draw,3.25,3.16,3.2,away,-1.0,0.015625
dfd731bedfe6a3d721e2,away,4.75,4.55,4.75,away,3.75,0.0
e945ace28cde43218ffa,draw,3.2,3.11,3.3,away,-1.0,-0.030303030303030165
e65e230177384d40413e,home,7.0,6.81,5.75,draw,-1.0,0.21739130434782616
89989df9408aa4b56125,away,5.5,5.22,4.5,home,-1.0,0.22222222222222232
b4ae95189f170ca54732,draw,3.7,3.5,3.6,home,-1.0,0.0277777777777779
6de151a174354ee7bb3d,away,5.25,4.99,4.75,away,4.25,0.10526315789473695
43d9e53e89f182fc1b77,away,4.33,4.19,4.33,away,3.33,0.0
4b5d4f9599ed7ec6ce65,draw,3.5,3.43,3.6,away,-1.0,-0.02777777777777779
bcae196d2c251e70b803,draw,3.1,2.99,3.25,home,-1.0,-0.0461538461538461
1524e56cd8a3808e1be9,draw,3.6,3.49,3.4,home,-1.0,0.05882352941176472
1524e56cd8a3808e1be9,away,5.25,4.99,4.33,home,-1.0,0.21247113163972275
16874ad6ec09f27796b6,draw,3.6,3.37,3.5,away,-1.0,0.028571428571428692
9e76e889c1bca6fa233d,draw,3.6,3.4,3.6,draw,2.6,0.0
abb17456761ca39796f8,away,3.1,2.95,3.5,away,2.1,-0.11428571428571421
40ff5e0b330841eb5fe6,draw,3.4,3.27,3.25,draw,2.4,0.04615384615384621
0a16d4147892b63816ff,away,3.1,2.99,2.6,away,2.1,0.1923076923076923
d6af6ad3e95bf1ee968a,away,3.8,3.52,4.0,home,-1.0,-0.050000000000000044
ef15f42481cc45e0ffa5,draw,3.4,3.22,3.4,away,-1.0,0.0
973f6b9c542d454969e3,away,4.75,4.42,3.75,home,-1.0,0.2666666666666666
99cb87fe742de9962804,draw,3.6,3.46,3.5,away,-1.0,0.028571428571428692
fb69288415e1a59d678d,home,3.9,3.7,3.9,home,2.9,0.0
55d28bf5d901b0d5f5bb,away,4.75,4.36,4.33,home,-1.0,0.0969976905311778
d6b1bdd5d6c3b73c78c4,away,4.75,4.59,4.5,home,-1.0,0.05555555555555558
ca477b1d32889fc9ed5d,home,4.2,3.91,4.1,draw,-1.0,0.024390243902439046
21578318bd64683e7d2e,away,3.1,3.01,3.1,home,-1.0,0.0
58ce40afaf8925e9daf8,away,3.9,3.81,4.0,draw,-1.0,-0.025000000000000022
4fbb97d0203f8e6dc142,draw,3.8,3.69,3.7,draw,2.8,0.027027027027026973
4fbb97d0203f8e6dc142,away,4.5,4.38,4.1,draw,-1.0,0.09756097560975618
09dec48acfec8dec29e9,draw,3.6,3.52,3.6,draw,2.6,0.0
152fd084003a64053197,away,3.0,2.9,2.8,away,2.0,0.0714285714285714
8ff834e8457101b37fc3,home,4.2,4.05,4.2,home,3.2,0.0
a5acbaba9794da539fed,draw,3.6,3.49,3.5,away,-1.0,0.028571428571428692
702d1f0efe36db86a8be,away,5.75,5.51,4.75,away,4.75,0.21052631578947367
aaa81b964ca04b3571e9,away,4.1,3.92,4.0,home,-1.0,0.02499999999999991
e1b3111e772ea076ce0f,draw,3.75,3.65,3.8,away,-1.0,-0.013157894736842035
72120303959adeb8c568,draw,3.7,3.35,3.25,home,-1.0,0.1384615384615384
82e635da08da432b8295,draw,3.4,3.26,3.3,away,-1.0,0.030303030303030276
1b4ef0dd82099f4eca1a,draw,3.6,3.47,3.7,away,-1.0,-0.027027027027027084
0bdd0090d9de1ededc0b,away,3.1,3.0,3.3,away,2.1,-0.06060606060606055
401f2a2c2e647c1ca5bd,draw,4.0,3.68,3.6,home,-1.0,0.11111111111111116
f71bd930f7dca9d497e9,away,6.5,5.65,6.5,home,-1.0,0.0
0502528db83d85e6611f,draw,4.1,3.97,4.0,home,-1.0,0.02499999999999991
5969c969e8fbbef3d497,draw,3.6,3.37,3.6,home,-1.0,0.0
cbf0c03741f084081514,home,5.25,5.13,6.25,draw,-1.0,-0.16000000000000003
cbf0c03741f084081514,draw,3.75,3.62,4.1,draw,2.75,-0.08536585365853655
d9519b35b1340ed07043,draw,3.5,3.22,3.1,draw,2.5,0.12903225806451601
7e5bf4ad457427dea33e,draw,3.75,3.59,3.8,draw,2.75,-0.013157894736842035
