target,fold,match_id,kickoff_timestamp,configuration,probability,market_probability,odds,outcome,pit_status,data_quality,uncertainty,decision_status,research_holdout_locked
home_win,0,f2d7a8a64c539fd58467,2024-12-26 20:00:00+00:00,MARKET_ONLY,0.15026833631484793,0.15026833631484793,6.25,0,NON_PIT,1.0,0.30053667262969586,COUNTERFACTUAL_NON_PIT,False
home_win,0,b3b761d9c751fb93bca0,2024-12-27 19:30:00+00:00,MARKET_ONLY,0.5830269494941478,0.5830269494941478,1.62,0,NON_PIT,1.0,0.8339461010117044,COUNTERFACTUAL_NON_PIT,False
home_win,0,2d9ca4759d5a3439da3d,2024-12-27 20:15:00+00:00,MARKET_ONLY,0.8314855875831485,0.8314855875831485,1.14,1,NON_PIT,1.0,0.337028824833703,COUNTERFACTUAL_NON_PIT,False
home_win,0,15578ea0ef051c7ee445,2024-12-29 12:30:00+00:00,MARKET_ONLY,0.3794850147741663,0.3794850147741663,2.45,1,NON_PIT,1.0,0.7589700295483326,COUNTERFACTUAL_NON_PIT,False
home_win,0,27a4d53d708aaa21513a,2024-12-29 12:30:00+00:00,MARKET_ONLY,0.4290091930541369,0.4290091930541369,2.15,1,NON_PIT,1.0,0.8580183861082737,COUNTERFACTUAL_NON_PIT,False
home_win,0,2b3bc44e364d8671002a,2024-12-29 12:30:00+00:00,MARKET_ONLY,0.4896055954925198,0.4896055954925198,1.85,0,NON_PIT,1.0,0.9792111909850396,COUNTERFACTUAL_NON_PIT,False
home_win,0,323cf8fa2eb8e0493eed,2024-12-29 12:30:00+00:00,MARKET_ONLY,0.5327281493673832,0.5327281493673832,1.75,0,NON_PIT,1.0,0.9345437012652336,COUNTERFACTUAL_NON_PIT,False
home_win,0,380e84b44eef374bf2c2,2024-12-29 12:30:00+00:00,MARKET_ONLY,0.3371104815864023,0.3371104815864023,2.8,1,NON_PIT,1.0,0.6742209631728046,COUNTERFACTUAL_NON_PIT,False
home_win,0,524c2476bb0784ca469c,2024-12-29 12:30:00+00:00,MARKET_ONLY,0.48223896663078586,0.48223896663078586,1.95,0,NON_PIT,1.0,0.9644779332615717,COUNTERFACTUAL_NON_PIT,False
home_win,0,b263fe49817601d4821d,2024-12-29 12:30:00+00:00,MARKET_ONLY,0.3359683794466403,0.3359683794466403,2.8,0,NON_PIT,1.0,0.6719367588932806,COUNTERFACTUAL_NON_PIT,False
