season,N,home_win_rate,mean_goals,over25_rate,mean_cards,mean_corners
2023-24,30,0.4,2.966666666666667,0.6333333333333333,4.333333333333333,11.466666666666667
2024-25,2036,0.431237721021611,2.5893909626719056,0.4857563850687623,3.8467583497053046,9.93811394891945
2025-26,1628,0.414004914004914,2.7138442521631645,0.5257985257985258,3.76,9.992
