configuracao,treino,teste,brier,log_loss,status
BASELINE_DIRETO,3404,1460,0.6263682737521586,1.041634841459685,OOS_DESCRITIVO
DIRETO+FORMA,3404,1460,0.6255185099753289,1.0404793382607347,OOS_DESCRITIVO
DIRETO+FORMA+TEMPORADA,3404,1460,0.625583796230986,1.040546891178443,OOS_DESCRITIVO
DIRETO+FORMA+TEMPORADA+DESCANSO,3404,1460,0.6252665016947702,1.040059475975633,OOS_DESCRITIVO
