modelo,treino,teste,brier,log_loss,status
Frequência histórica,3404,1460,0.6553752956990504,1.0817718290353768,OOS_DESCRITIVO
Direto_competicao,3404,1460,0.6263682737521586,1.041634841459685,OOS_DESCRITIVO
Transferencia_contextual,3404,1460,0.6252665016947702,1.040059475975633,OOS_DESCRITIVO
